sno,id_no,species,1.1. ecosystem conversion,1.2. ecosystem degradation,1.3. indirect ecosystem effects,2.1. species mortality,2.2. species disturbance,2.3.1. hybridization,2.3.2. competition,2.3.3. loss of mutualism,2.3.4. loss of pollinator,2.3.5. inbreeding,2.3.6. skewed sex ratios,2.3.7. reduced reproductive success,2.3.8. other,1.1. housing & urban areas,1.2. commercial & industrial areas,1.3. tourism & recreation areas,2.1.1. shifting agriculture,2.1.2. small-holder farming,2.1.3. agro-industry farming,2.1.4. scale unknown/unrecorded,2.2.1. small-holder plantations,2.2.2. agro-industry plantations,2.2.3. scale unknown/unrecorded,2.3.1. nomadic grazing,"2.3.2. small-holder grazing, ranching or farming","2.3.3. agro-industry grazing, ranching or farming",2.3.4. scale unknown/unrecorded,2.4.1. subsistence/artisinal aquaculture,2.4.2. industrial aquaculture,2.4.3. scale unknown/unrecorded,3.1. oil & gas drilling,3.2. mining & quarrying,3.3. renewable energy,4.1. roads & railroads,4.2. utility & service lines,4.3. shipping lanes,4.4. flight paths,5.1.1. intentional use (species being assessed is the target),5.1.2. unintentional effects (species being assessed is not the target),5.1.3. persecution/control,5.1.4. motivation unknown/unrecorded,5.2.1. intentional use (species being assessed is the target),5.2.2. unintentional effects (species being assessed is not the target),5.2.3. persecution/control,5.2.4. motivation unknown/unrecorded,5.3.1. intentional use: subsistence/small scale (species being assessed is the target) [harvest],5.3.2. intentional use: large scale (species being assessed is the target) [harvest],5.3.3. unintentional effects: subsistence/small scale (species being assessed is not the target) [harvest],5.3.4. unintentional effects: large scale (species being assessed is not the target) [harvest],5.3.5. motivation unknown/unrecorded,5.4.1. intentional use: subsistence/small scale (species being assessed is the target) [harvest],5.4.2. intentional use: large scale (species being assessed is the target) [harvest],5.4.3. unintentional effects: subsistence/small scale (species being assessed is not the target) [harvest],5.4.4. unintentional effects: large scale (species being assessed is not the target) [harvest],5.4.5. persecution/control,5.4.6. motivation unknown/unrecorded,6.1. recreational activities,"6.2. war, civil unrest & military exercises",6.3. work & other activities,7.1.1. increase in fire frequency/intensity,7.1.2. supression in fire frequency/intensity,7.1.3. trend unknown/unrecorded,7.2.1. abstraction of surface water (domestic use),7.2.2. abstraction of surface water (commercial use),7.2.3. abstraction of surface water (agricultural use),7.2.4. abstraction of surface water (unknown use),7.2.5. abstraction of ground water (domestic use),7.2.6. abstraction of ground water (commercial use),7.2.7. abstraction of ground water (agricultural use),7.2.8. abstraction of ground water (unknown use),7.2.9. small dams,7.2.10. large dams,7.2.11. dams (size unknown),7.3. other ecosystem modifications,8.1.1. unspecified species,8.1.2. named species,8.2.1. unspecified species,8.2.2. named species,8.3. introduced genetic material,8.4.1. unspecified species,8.4.2. named species,"8.5.1. unspecified ""species"" (disease)","8.5.2. named ""species"" (disease)",8.6. diseases of unknown cause,9.1.1. sewage,9.1.2. run-off,9.1.3. type unknown/unrecorded,9.2.1. oil spills,9.2.2. seepage from mining,9.2.3. type unknown/unrecorded,9.3.1. nutrient loads,"9.3.2. soil erosion, sedimentation",9.3.3. herbicides and pesticides,9.3.4. type unknown/unrecorded,9.4. garbage & solid waste,9.5.1. acid rain,9.5.2. smog,9.5.3. ozone,9.5.4. type unknown/unrecorded,9.6.1. light pollution,9.6.2. thermal pollution,9.6.3. noise pollution,9.6.4. type unknown/unrecorded,10.1. volcanoes,10.2. earthquakes/tsunamis,10.3. avalanches/landslides,11.1. habitat shifting & alteration,11.2. droughts,11.3. temperature extremes,11.4. storms & flooding,11.5. other impacts,12.1. other threat,tim,tt,d,i,u,s,ex,ew,re,cr,en,vu,lo,ne,le,da,no,terrestrial,marine,freshwater (=inland waters),generation
106,106,Porzana paykullii,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"It is threatened by the intensification of agriculture, industrial development and other forms of habitat destruction.  ",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2.7 years
107,107,Porzana cinerea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2.7 years
108,108,Gallicrex cinerea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4.4 years
110,110,Gallinula chloropus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"In north-west Europe, populations are known to fluctuate significantly owing to severe winters (Taylor et al. 2014). The species is susceptible to avian influenza (Melville and Shortridge 2006, Gaidet et al. 2007) and avian botulism (Rocke 2006) and may be threatened by future outbreaks of these diseases. It is also vulnerable to predation by introduced American Mink (Neovison vison) in the U.K. (Ferraras and McDonald 1999).",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.9 years
111,111,Fulica atra,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"This species suffers disturbance and mortality (Azerbaijan) from hunting (del Hoyo et al. 1996, Evans and Day 2002), and is poisoned by ingesting lead shot (France) (Mondain-Monval et al. 2002). It is also threatened by oil and petroleum pollution (Azerbaijan (del Hoyo et al. 1996) and the Kaliningrad region, Russia (Grishanov 2006)), and by habitat degradation and loss due to agricultural drainage schemes (Pakistan) (Taylor and van Perlo 1998), wetland drainage, peat-extraction, changing wetland management practices (decreased grazing and mowing in meadows leading to scrub over-growth) and the burning and mowing of reeds (Grishanov 2006). The species is often drowned in freshwater fishing nets with mesh sizes greater than 5 cm (China) (Quan et al. 2002), and suffers predation from American mink Neovison vison (Slonsk Reserve, Poland (Bartoszewicz and Zalewski 2003) and UK (Ferreras and MacDonald 1999)). It is also susceptible to avian influenza, so may be threatened by future outbreaks of the virus (Melville and Shortridge 2006). Utilisation The species is hunted for sport in the Mediterranean (Taylor and van Perlo 1998), Denmark (Bregnballe 2006), Northern Ireland (Evans and Day 2002) and Iran (Balmaki and Barati 2006), and for food in the Mediterranean (Taylor and van Perlo 1998), Iran (Balmaki and Barati 2006), India, Pakistan, Afghanistan and neighbouring countries (Taylor and van Perlo 1998), especially when it is flightless during the post-breeding moult (Taylor and van Perlo 1998).",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7 years
112,112,Leucogeranus leucogeranus,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,"The key threat to this species is wetland loss and degradation at wintering sites and staging areas through diversion of water for human use, agricultural development, the development of oilfields and increased human utilisation. The most significant threat to the eastern flyway is a proposed dam at the outlet of Poyang Lake to stabilize water flows for navigation, irrigation, and other economic purposes–to be built in part in response to impacts of the Three Gorges Dam on water levels in the Yangtze River. Management of water levels to sustain ecosystem function will be critical to the long-term viability of this species (Harris and Zhuang 2010). Severe drought caused Poyang Lake to shrink dramatically in the winters of 2003-2004, 2006-2007 (Anon 2007), and 2010-2011. The most recent drought forced birds to feed in sub-optimal upland habitat. Construction of the Three Gorges Dam changed the hydrological pattern of the lower Yangtze river and may have a major impact on the wintering population, as may the quantity of sand-dredging that is also occurring along the Yangtze (Larson 2018). In Western Siberia the establishment of oilfields and associated urban developments are significant causes of habitat loss and degradation (Van Impe 2013).Increasing levels of human disturbance are also a problem, particularly at Poyang Lake, where crab farming may restrict access to high-quality foraging habitat (Burnham et al. 2017). Along eastern migration routes, water has been diverted from the Zhalong and Momoge National Nature Reserve for human use. Although water releases to sustain wetland functions have been negotiated, sustaining these releases over the long term will be important, especially for Momoge. Also canals and fragmentation within the reserve have altered water flow. Limited fresh water has caused marshes in the Huanghe Delta National Reserve to dry up, and the harvesting of reeds by people has seriously disturbed cranes (Shan Kai et al. 2007). A hydro-electric scheme is also proposed for the headwaters of the Aldan River basin, the construction of power lines northwards to Yakutsk, and oil and gas prospecting (Prentice and Stishov 2007). Overhunting of Alces alces reduces availability of rhizomes and roots usually exposed by trampling (Degtyarev and Sleptsov 2013). Disturbance from boating activities is also a problem at stopover sites. Hunting on passage and wintering grounds in Iran is the key threat to the Central/Western population (G. Sundar in litt. 2004), and inhibits recovery. Poisoning targeted at waterbirds in China, e.g. Huanzidong Reservoir, Shenyang Region, may also affect this species. Pesticide use and pollution is a threat in India. Climate change may be a long term threat to breeding sites, with changes in the permafrost layer causing expansion of lakes and the loss of islands, peninsulas and low-lying shorelines (Harris 2008, Van Impe 2013). The expansion of lakes and subsequent habitat modification has been on-going in the breeding grounds of the eastern population since the 1950s (Pshennikov and Germogenov 2008).",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13 years
113,113,Grus grus,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"In both its breeding and non-breeding ranges this species is principally threatened by habitat loss and degradation through dam construction, urbanisation and agricultural expansion (including changes in land-use, intensification, expanded irrigation systems and conversion of traditional holm oak pastures) (Meine and Archibald 1996). Breeding In parts of its breeding range that are heavily developed the species is threatened by nest disturbance from tourism and recreation which reduces its breeding success by increasing the incidence of successful nest predation by corvids, wild boar and foxes (Meine and Archibald 1996). Egg collecting is also a threat to the breeding population in Turkey (Meine and Archibald 1996). Non-breeding Along its migrational routes and in its wintering grounds the Common Crane is particularly threatened by habitat fragmentation and the loss of many smaller traditional feeding and roosting sites, leading to increasing concentrations of large flocks in smaller areas, and therefore increased competition (Cramp and Simmons 1980, Alonso et al. 1994, Meine and Archibald 1996). Pesticide poisoning may also be affecting cranes along migration routes and in some wintering areas, especially where they depend primarily on grain from agricultural fields (Meine and Archibald 1996). Collisions with utility lines are frequent in highly developed areas along migration routes and in winter ranges (collisions being the leading cause of adult mortality at wintering areas in Spain) (Meine and Archibald 1996). Hunting is a significant threat to this species on migration (e.g. through Afghanistan and Pakistan) (Meine and Archibald 1996, Nawaz et al. 2006) and illegal shooting has been identified as a problem in other areas (including Portugal, southeast Europe, Egypt and Sudan) (Meine and Archibald 1996).",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,13.4 years
114,114,Tachybaptus ruficollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The species is susceptible to avian influenza so may be threatened by future outbreaks of this virus (Melville and Shortridge 2006). In Europe numbers often fluctuate, mainly as a result of winter conditions, such as the marked decline in Britain after the cold winter of 1962–1963, and similarly in the Netherlands after that of 1984–1985. The species suffers from the transformation of wetlands by destruction, pollution or recreational use but this is often offset by construction of man-made ponds, reservoirs and dams, leading to expansion of species in many areas (Llimona et al. 2014). Utilisation The species is hunted for commercial (sold as food) and recreational purposes in Iran (Balmaki and Barati 2006).",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.4 years
115,115,Podiceps cristatus,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"In the past, New Zealand colonies experienced considerable declines with the introduction of exotic fish species, likely due to increased competition for food resources and a subsequent loss of productivity. However, this population now appears to be increasing (Llimona et al. 2018), suggesting this is no longer a significant threat even to this small percentage of the Australasian subspecies. Hunting for food and the plume trade has previously been a significant threat however, it no longer occurs at significant levels.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7.1 years
116,116,Podiceps auritus,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,"The majority of the breeding range of the species lies within areas used for forestry, which is believed to have significantly impacted the area of suitable breeding habitat available to Horned Grebes (Llimona et al. 2014). Afforestation can lead to hydrological changes that reduce the availability of invertebrate prey to the grebe, and climate change appears to be having similar impacts through the drying of wetlands leading to overgrowth by plants, especially in the southern part of the range (A. Mischenko in litt. 2017). Dams also impact habitat suitability, however, they are likely to only impact a small minority of the population and may also provide additional habitat in parts of the range. There has also been a loss of habitat to agricultural development and rural development across the range, for example more than ten percent of the overall five percent decrease in wetland area in the Prairies of Canada was due to land being built upon (COSEWIC 2009). Development is likely to also bring disturbance to the birds, which may cause nest abandonment (Stedman 2018). Despite this, the species' range remains very large and, as such, these threats are likely to only affect a small fraction of the population. Many freshwater sites throughout the breeding range have become eutrophied through agricultural run-off, which is thought to degrade the nutritional quality of the prey base and nutrient status of the water has been related to breeding success in Scotland (Summers et al. 2011). The introduction of large fish, such as the Rainbow Trout Oncorhynchus mykiss, to many inland water bodies is likely to result in resource competition for invertebrate and small fish prey (HELCOM 2013). It is not clear that trout are actually affecting a majority of the global population, as no impact detected in a study in Scotland (Summers et al. 2011) which indicated that pike was a more significant source of mortality.Horned Grebes are commonly caught and accidentally drowned in fishing nets (del Hoyo et al. 1992), with bycatch in nearshore gill-nets  a potential significant source of mortality in much of the range as they appear highly susceptible to capture (more so than seaduck when accoutning for abundance) (Zydelis et al. 2013). The species is also particularly vulnerable to oil spills in the marine environment during the winter (del Hoyo et al. 1992, Ogilvie and Rose 2003, Fjeldså 2004, COSEWIC 2009). While relatively large numbers have been reported killed by a single large event (Stedman 2018), only a small proportion of the global population would be impacted across the large winter distribution.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,7.1 years
117,117,Podiceps nigricollis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,"Sporadic episodes of catastrophic mortality in the Salton Sea, which have been as large as 150,000 individuals (around 6% of the North American population) in 1991-1992 (Meteyer et al. 2004), appear to be driven by both gradual and episodic reductions in the population of pileworms, the primary prey source available to grebes in the winter (Anderson et al. 2007). These reductions are likely due to an increase in salinity of the lake reducing overall pileworm productivity and increasing water column stratification. This results in the production of anoxic conditions with high sulphide levels in deeper water, subsequent weather-mediated mixing events bring this water to the surface, killing pileworms and resulting in the death of grebes too weak to move onto better wintering grounds by starvation (Anderson et al. 2007). Populations have also been known to crash in winter habitats during El Niño Southern Oscillation events due to reductions in food availability due to warming sea-surface temperatures, although they rebound to previous levels afterwards (Jehl et al. 2002).",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7.1 years
118,118,Turnix tanki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.5 years
119,119,Turnix suscitator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.5 years
120,120,Esacus recurvirostris,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Nest predation by dogs, disturbance by fishermen and domestic animals,  and opportunistic harvesting has caused chronically low breeding success  of riverine nesting birds throughout South-East Asia (Goes in press). In Nepal the species is seriously threatened by disturbance and the degradation and loss of its riverine habitat. The multitude of hydroelectric dam  projects completed, underway and  planned on large rivers in its range,  which threaten to alter flow  regimes and inundate nesting habitat downstream, is now perhaps the most significant threat across much of the range. On the Sesan and Sekong rivers in Cambodia, the species has nearly disappeared (A. Claassen in litt. 2013). This recent precipitous decline on the Sesan is probably due to upstream Vietnamese dams (sudden water level rises inundating nests), and imminent extinction there seems unavoidable, and with further dams planned the fate of the small Sekong population does not seem more promising, even if appropriate conservation actions are implemented (Goes in press). Planned hydro-power dams on the main Mekong channel in southern Laos,  at Stung Treng and Sambor (Kratie) would lead to major alteration of flood regimes and river ecology if built, and could arguably lead to regional extinction in the medium term (Goes in press).",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,10.5 years
121,121,Haematopus ostralegus,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,"The main threat to the species is the over-fishing of benthic shellfish and the resulting disappearance of intertidal mussel and cockle beds (Atkinson et al. 2003, Verhulst et al. 2004, Ens 2006, van de Pol et al. 2014). Bait digging has also been identified as a threat through loss of prey species and disturbance to the benthic fauna (van de Pol et al. 2014). The species is also threatened by habitat degradation on its wintering grounds due to land reclamation (for example in the Yellow Sea [Melville et al. 2014]), pollution, human disturbance (Kelin & Qiang 2006) (e.g. from construction work or recreational activities [Burton et al. 2002, van de Pol et al. 2014]), coastal barrage construction (Burton 2006), industrial development including development of ports and oil extraction, oil spills, wind farms (Melville et al. 2014) and reduced river flows (Kelin & Qiang 2006). Rapid and extensive land reclamation is reported from staging and wintering grounds for the osculans population in South Korea and China and large-scale planting of Spartina alterniflora on the coast of eastern China may cause loss of foraging and nesting habitats (Melville et al. 2014). Intensive agriculture including frequent mowing of grasslands and high densities of grazing livestock threatens chicks, eggs and nests and high levels of fertilizers and pesticides can reduce soil invertebrate biomass (van de Pol et al. 2014). A reduction in eutrophication is likely to have contributed to declines in some areas, owing to a loss of food resources (van de Pol et al. 2014, H. Meltofte in litt. 2015). Sea level rise leading to increased coastal erosion and flooding is contributing to habitat loss in some areas (Melville et al. 2014, van de Pol et al. 2014). Climate change has advanced the average egg-laying date of the species and is likely to reduce recruitment of bivalves, however warmer winters are expected to benefit the species leading to lower winter mortality (van de Pol et al. 2014). Droughts in some inland areas are likely to lead to a loss of suitable habitat (Melville et al. 2014, Sarychev & Mischenko 2014). The species is hunted in France but the effects of hunting at the population level are not known (van de Pol et al. 2014). It may be subject to subsistence egg collection in China (Melville et al, 2014) and illegal hunting elsewhere (Sarychev & Mischenko 2014). Eggs and chicks are known to be predated by Corvidae, gulls, American Mink Neovison vison, dogs and foxes Vulpes vulpes (Sarychev & Mischenko 2014). The invasive Pacific Oyster Crassostrea gigas has become abundant in the Oosterschelde (Netherlands) and is increasing in the Dutch Wadden Sea (van de Pol et al. 2014). Eurasian Oystercatcher generally does not eat this species of oyster which is reported to be invading mussel beds and may compete with cockles and mussels thus reducing food availability. However Pacific Oyster beds could also provide an area for mussel beds to re-establish. The species is susceptible to avian influenza so may be threatened by future outbreaks of the virus (Melville & Shortridge 2006).In the northern part of the longipes population breeding range, cessation of grazing in coastal areas leading to development of shrubby vegetation threatens breeding habitats (Sarychev and Mischenko 2014). Conversely, intensive grazing in some areas may pose a threat to this population. Pollution from sewage, heavy metals and organochlorine pesticides have been identified as potential threats for the osculans population (Melville et al. 2014).",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13.7 years
122,122,Himantopus himantopus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,7.3 years
123,123,Recurvirostra avosetta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The species is threatened in Europe by the pollution of wetlands with polychlorinated biphenyls (PCBs), insecticides, selenium, lead and mercury (del Hoyo et al. 1996). Important wintering sites (e.g. in Portugal or the Yellow Sea) are also threatened by infrastructure development (del Hoyo et al. 1996), land reclamation, pollution, human disturbance and reduced river flows (Kelin and Qiang 2006). The species is susceptible to avian botulism (Blaker 1967, Hubalek et al. 2005) and avian influenza (Melville and Shortridge 2006) so may be threatened by future outbreaks of these diseases.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,6.7 years
124,124,Vanellus vanellus,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"This species suffered past declines as a result of land-use intensification, wetland drainage and egg collecting (del Hoyo et al. 1996).  Land-use intensification remains a problem: today it is threatened by reduced breeding productivity as a result of intensifying and changing agricultural practices (del Hoyo et al. 1996), especially the improvement of grasslands (e.g. by drainage, application of inorganic fertilizers and reseeding) (Baldi et al. 2005), increased growing of ""winter-crops"" (see Eggers et al. 2011), and loss of field margins and semi-natural habitat.  Important migratory stop-over habitats for this species on the Baltic Sea coastline are threatened by petroleum pollution, wetland drainage for irrigation, land abandonment and changing land management practices leading to scrub overgrowth (Grishanov 2006).  Clutch destruction may also occur during spring cultivation (using machinery) on arable fields (del Hoyo et al. 1996).  The species is susceptible to avian botulism so may be threatened by future outbreaks of the disease (Hubalek et al. 2005), and may suffer from predation and nest predation by native and introduced predators (e.g. European Hedgehog Erinaceus europeaus on some islands [Jackson 2001], corvids, herons, gulls, foxes [M. Sorrenti in litt. 2016]).  The species is hunted for commercial use (to be sold as food) and for recreational purposes in Iran (Balmaki and Barati 2006), and is hunted in France, Greece, Italy and Spain (Trolliet 2003).",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9 years
125,125,Vanellus cinereus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8.9 years
